,Name,Skills,Skill_English,Skill_cleaned,subcategoryName,categoryName
119,4360e0698ecc034deb32093633acec9e,set(),[],[],[],[]
120,43b329314d809fdccc28655ac3802326,"{'Travail en groupe', 'Informatique', 'Codage pyton', 'Science', 'Compétences en laboratoire', 'Interdisciplinarité', 'Chimie', 'Physique', 'Esprit critique', 'Gestion de projet', 'Biologie', 'Compétences analytiques'}","['Critical Spirit', 'Laboratory skills', 'Group work', 'Interdisciplinarity', 'Chemistry', 'Science', 'Analytical skills', 'Coding pyton', 'Biology', 'Project management', 'Information technology', 'Physical']","['Laboratory Testing', 'PyTorch (Machine Learning Library)', 'Physical Science', 'Project Management', 'Chemistry', 'Biology', 'Critical Thinking', 'Interdisciplinary Collaboration', 'Analytical Skills', 'Group Work', 'Information Technology']","['Computer Science', 'Initiative and Leadership', 'Project Management', 'Chemistry', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Biology', 'Research Methodology', 'nan', 'Laboratory Research', 'People Management', 'Earth and Space Science']","['Science and Research', 'Business', 'Physical and Inherent Abilities', 'Information Technology', 'nan']"
121,449f1df6131fdc3114be8680b4eb39b8,"{'Nouveaux médias', ""Conservation œuvres d'art"", 'Game Design', 'Social Media', ""Histoire de l'art"", 'Project Coordination', 'Event Management', 'Gestion de projet', 'Events', 'Réseaux sociaux', 'Museums', 'Conception de jeux', 'Vidéo', 'Public Speaking', 'Curating', 'Event Production', 'Art History', 'Art', 'New Media', 'Project Management', 'Video Games', 'History of Art'}","['New media', 'Museums', 'Events', 'Art History', 'Game Design', 'Project Coordination', 'Project Management', 'Video Games', 'Event Management', 'Game design', 'Video', 'New Media', 'Event Production', 'History of Art', 'Social Media', 'Public Speaking', 'Curating', 'Project management', 'Article', 'History of Art', 'Social networks', 'Preservation works of art']","['Public Speaking', 'Video Game Development', 'Social Networks', 'Project Management', 'Music Video', 'Social Media', 'Museum Studies', 'Event Management', 'Content Curation', 'Article Marketing', 'New Media', 'Art History', 'Project Collaboration', 'Game Design']","['Animation and Game Design', 'Online Marketing', 'Tourism Services and Attractions', 'Social Media', 'Project Management', 'Events and Conferences', 'Content Development and Management', 'Media Production', 'Communication', 'Digital Design', 'Art and Illustration']","['Business', 'Hospitality and Food Services', 'Design', 'Marketing and Public Relations', 'Physical and Inherent Abilities', 'Media and Writing']"
122,472082d2bd7855ee1e29d88a6a0e9c49,"{'Medical Devices', 'Trail Running', 'Wilderness First Aid', 'Biological Systems', 'Raspberry Pi', 'Laser Cutting', 'French', 'Thermal System Design', 'Problem Solving', 'First Aid', 'Making Mosquitoes the New Grunt Pippettors', 'Interdisciplinary Research', 'Engineering', 'R', 'C++', 'MATLAB', 'EMT', 'Small Animal Imaging', 'Microfluidics', 'Research', 'JavaScript', 'Wilderness', 'Life Sciences', 'Human Physiology', 'Mosquito Control', '""Science""', 'Scala', 'Python (Programming Language)', 'Exercise Physiology'}","['Making Mosquitoes the New Grunt Pippettors', 'EMT', 'Python (Programming Language)', 'Research', 'Raspberry Pi', 'Medical Devices', 'Life Sciences', 'R', 'Interdisciplinary Research', 'Problem Solving', 'Scala', 'Laser Cutting', 'Small Animal Imaging', 'Mosquito Control', 'Human Physiology', 'Exercise Physiology', 'Microfluidics', 'Biological Systems', 'Trail Running', 'MATLAB', 'First Aid', 'JavaScript', 'Wilderness First Aid', 'English', 'C++', 'Thermal System Design', 'Engineering', '""Science""', 'Wilderness']","['R Commander', 'EMC Technician', 'Interdisciplinary Collaboration', 'Exercise Physiology', 'Laser Cutting', 'Biological Systems', 'Science Education', 'Python (Programming Language)', 'Medical Devices', 'English Language', 'Microfluidics', 'Scala (Programming Language)', 'C++ (Programming Language)', 'Raspberry Pi', 'Thermal Analysis', 'Wilderness Medicine', 'Medical Imaging', 'Research', 'Life Sciences', 'Insect Collection', 'MATLAB', 'Physiology', 'Engineering Education', 'Problem Solving', 'Biological Pest Controls', 'First Aid', 'JavaScript (Programming Language)', 'Hot Runner']","['JavaScript and jQuery', 'Language Competency', 'Physics', 'General Medicine', 'Computer Hardware', 'Materials Science and Engineering', 'Physical Therapy', 'Mathematical Software', 'nan', 'Teaching', 'Medical Imaging', 'Biology', 'Emergency Services', 'Agricultural Research and Agronomy', 'Other Programming Languages', 'Scripting Languages', 'C and C++', 'Medical Equipment and Technology', 'Problem Solving', 'Research Methodology', 'First Aid', 'People Management']","['Business', 'Science and Research', 'Language', 'Engineering', 'Health Care', 'Information Technology', 'Analysis', 'Physical and Inherent Abilities', 'Agriculture, Horticulture, and Landscaping', 'Public Safety and National Security', 'Education and Training', 'nan']"
123,475d75132f2010c708185db8937fa4fb,set(),[],[],[],[]
124,4829a1bfedfff248daa2297e02a19d99,"{'Cross-functional Team Leadership', 'Business Planning', 'Lifesciences', 'Competitive Analysis', 'Business Strategy', 'Acquisition Integration', 'Problem Solving', 'Marketing Strategy', 'Project Portfolio Management', 'Deal Execution', 'Strategy', 'Negotiation', 'Venture Capital', 'Market Analysis', 'R&D', 'Clinical Trials', 'Program Management', 'Due Diligence', 'Change Management', 'Project Management', 'Life Sciences', 'Biotechnology', 'Contract Negotiation'}","['Business Strategy', 'Marketing Strategy', 'Contract Negotiation', 'Acquisition Integration', 'Life Sciences', 'Lifesciences', 'Problem Solving', 'Venture Capital', 'Project Management', 'Business Planning', 'Due Diligence', 'Deal Execution', 'Biotechnology', 'Strategy', 'Cross-functional Team Leadership', 'Change Management', 'Clinical Trials', 'Program Management', 'R&D', 'Market Analysis', 'Project Portfolio Management', 'Negotiations', 'Competitive Analysis']","['Market Analysis', 'Merger Integration', 'Venture Capital', 'RRDtool', 'Change Management', 'Business Planning And Control Systems', 'Project Portfolio Management', 'Strategy Dynamics', 'Competitive Analysis', 'Due Diligence', 'Clinical Trials', 'Life Sciences', 'Cross-Functional Team Leadership', 'Financial Strategy', 'Project Management', 'Problem Solving', 'Biotechnology', 'Program Management', 'Marketing Strategies', 'Best Execution', 'Negotiation']","['Investment Management', 'Market Analysis', 'General Sales Practices', 'Clinical Trials', 'Project Management', 'Business Management', 'Problem Solving', 'Biology', 'Business Strategy', 'Contract Management', 'Biotechnology', 'Program Management', 'Financial Trading', 'nan', 'Marketing Strategy', 'Networking Software', 'Business Operations', 'People Management']","['Business', 'Science and Research', 'Finance', 'Physical and Inherent Abilities', 'Marketing and Public Relations', 'Education and Training', 'Information Technology', 'Sales', 'nan']"
125,4885b9f5cb4f64df359515309d42cc3f,"{'Science', 'Gamification', 'Écriture de fictions', 'EdTech', 'communication scientifique', 'Ingénierie pédagogique', 'Gestion de projet', 'médiation des sciences', 'Serious game', 'Développement durable', 'Enseignement des sciences', 'Scénarisation', 'Game Design', 'Sciences de la vie'}","['Scenarization', 'Pedagogical engineering', 'Sustainable development', 'Life sciences', 'Gamification', 'Serious game', 'Writing fictions', 'Science', 'Game Design', 'EdTech', 'Project management', 'scientific communication', 'Science mediation', 'Science education']","['Science Communication', 'Gamification', 'Project Management', 'Science Education', 'Engineering Education', 'EDAS', 'Scribus', 'Game Ai', 'Fiction Writing', 'Sustainable Development', 'Mediation', 'Physical Science', 'Game Design', 'Life Sciences']","['Teaching', 'Environment and Resource Management', 'Animation and Game Design', 'Project Management', 'Biology', 'Writing and Editing', 'Research Methodology', 'Litigation and Civil Justice', 'nan', 'Digital Design', 'Earth and Space Science']","['Science and Research', 'Business', 'Law, Regulation, and Compliance', 'Design', 'Education and Training', 'Environment', 'nan', 'Media and Writing']"
126,490b2b34dfb2d722ed2b36396dae7449,set(),[],[],[],[]
127,4b1db59f671c9c66b41e6ef065fee0b8,"{'Microsoft Office', 'Anglais', 'Secteur pharmaceutique', 'Microsoft PowerPoint', 'Pack Office', 'Français', 'Travail d’équipe', 'Esprit d’équipe', 'Pharmacologie', 'Microsoft Excel'}","['Teamwork', 'Pharmaceutical sector', 'Pharmacology', 'Office Pack', 'Microsoft PowerPoint', 'French', 'Microsoft Excel', 'English', 'Microsoft Office', 'Team spirit']","['Microsoft Excel', 'Pharmacology', 'Teamwork', 'Microsoft Office', 'Team Building', 'French Language', 'Microsoft PowerPoint', 'Pharmaceuticals', 'English Language']","['Social Awareness', 'Office and Productivity Software', 'Language Competency', 'Pharmacy', 'Pharmacology and Drug Discovery', 'People Management']","['Science and Research', 'Business', 'Language', 'Health Care', 'Physical and Inherent Abilities', 'Administration']"
128,4b29d9e5db38f17df82f9dd3f295c91f,"{'Cell Culture', 'Financial Modeling', 'Job Search Strategies', 'Microscopy', 'English', 'Immunohistochemistry', 'French', 'Curriculum Development', 'Science', 'Communication', 'R (Programming Language)', 'Confocal Microscopy', 'Online Data Entry', 'Molecular Biology', 'Microsoft Excel', 'Immunofluorescence', 'Data Analysis', 'Organization Skills', 'Microsoft PowerPoint', 'Time Management', 'Presentations', 'Public Speaking', 'Written Communication', 'Teamwork', 'Fluorescence Microscopy', 'Microsoft Word', 'Research', 'Polymerase Chain Reaction (PCR)', 'Microsoft Office', 'Marketing', 'Volunteering'}","['Molecular Biology', 'Confocal Microscopy', 'English', 'Written Communication', 'R (Programming Language)', 'Fluorescence Microscopy', 'Job Search Strategies', 'Polymerase Chain Reaction (PCR)', 'Research', 'Science', 'Organization Skills', 'Online Data Entry', 'Microscopy', 'Curriculum Development', 'Marketing', 'Teamwork', 'Microsoft Office', 'Presentations', 'Immunofluorescence', 'Financial Modeling', 'Cell Culture', 'Data Analysis', 'Volunteering', 'English', 'Microsoft PowerPoint', 'Communication', 'Microsoft Excel', 'Public Speaking', 'Time Management', 'Microsoft Word', 'Immunohistochemistry']","['Cell Cultures', 'Fluorescent Microscopy', 'Polymerase Chain Reaction', 'Microsoft PowerPoint', 'Presentations', 'Data Entry', 'Public Speaking', 'Human Communication', 'Microsoft Excel', 'Immunohistochemistry', 'Time Management', 'Data Analysis', 'English Language', 'R (Programming Language)', 'Microscopy', 'Curriculum Development', 'Writing', 'Volunteer Management', 'Financial Modeling', 'Microsoft Office', 'Administrative Skills', 'Recruitment Strategies', 'Research', 'Microsoft Word', 'Molecular Biology', 'Confocal Laser Scanning Microscopy', 'Immunofluorescence', 'Teamwork', 'Business Marketing', 'Physical Science']","['Instructional and Curriculum Design', 'Language Competency', 'Genetics', 'Molecular, Cellular, and Microbiology', 'Marketing Strategy', 'Administrative Support', 'Social Awareness', 'Data Analysis', 'Office and Productivity Software', 'Financial Modeling', 'Writing and Editing', 'Recruitment', 'Laboratory Research', 'Other Programming Languages', 'Initiative and Leadership', 'General Administrative and Clerical Tasks', 'Research Methodology', 'Communication', 'People Management', 'Earth and Space Science']","['Science and Research', 'Business', 'Human Resources', 'Language', 'Information Technology', 'Analysis', 'Finance', 'Marketing and Public Relations', 'Education and Training', 'Physical and Inherent Abilities', 'Media and Writing', 'Administration']"
129,4ba206247f4f09b4647611f8a6be9a03,set(),[],[],[],[]
130,4bcb3e211faafb6e8a15f19f26dd633f,"{'Microsoft PowerPoint', 'English', 'Start-ups', 'Public Speaking', 'Leadership', 'Teamwork', 'Group Work', 'French', 'Microsoft Excel', 'Microsoft Word'}","['English', 'English', 'Public Speaking', 'Microsoft PowerPoint', 'Microsoft Excel', 'Start-ups', 'Teamwork', 'Microsoft Word', 'Group Work', 'Leadership']","['Public Speaking', 'Microsoft Excel', 'Leadership', 'Teamwork', 'StartOS', 'Microsoft Word', 'Group Work', 'Microsoft PowerPoint', 'English Language']","['Initiative and Leadership', 'Social Awareness', 'Office and Productivity Software', 'Language Competency', 'Communication', 'nan']","['Physical and Inherent Abilities', 'nan', 'Language', 'Administration']"
131,4bf30ac5276a0523139f038ef5e94288,"{'Cell Culture', 'Microbiology', 'Science', 'Dna', 'Hybridization', 'Protein Purification', 'Gel Electrophoresis', 'Life Sciences', 'Genetics', 'Biotechnology', 'DNA Sequencing', 'Genomics', 'Molecular Biology', 'Microsoft Excel', 'Pcr', 'Biochemistry', 'Research'}","['Molecular Biology', 'DNA Sequencing', 'Pcr', 'Microbiology', 'Biochemistry', 'Protein Purification', 'Science', 'Research', 'Life Sciences', 'Electrophoresis gel', 'Genomics', 'Cell Culture', 'Biotechnology', 'Microsoft Excel', 'Dna', 'Hybridization', 'Genetics']","['Hybrid Systems', 'Synthetic DNA', 'Cell Cultures', 'Microsoft Excel', 'Medical Genetics', 'Protein Purification', 'DNA Sequencing', 'Microbiology', 'Gel Electrophoresis', 'PCBoard', 'Biotechnology', 'Genomics', 'Biochemistry', 'Physical Science', 'Research', 'Life Sciences', 'Molecular Biology']","['Genetic Disorders', 'Chemistry', 'Biology', 'Office and Productivity Software', 'Research Methodology', 'Biotechnology', 'Genetics', 'Molecular, Cellular, and Microbiology', 'nan', 'System Design and Implementation', 'Earth and Space Science']","['Science and Research', 'Health Care', 'Administration', 'Information Technology', 'nan']"
132,4c6c3a0619b5059cf12c760c071af673,"{'Travaux créatifs', 'Anglais', 'GameDesign', 'Service client', 'Travail d’équipe', 'Gestion de projet', 'Rédaction'}","['Teamwork', 'Creative work', 'GameDesign', 'English', 'Customer service', 'Project management', 'Drafting']","['Creativity', 'Customer Service', 'Project Management', 'Teamwork', 'GameMaker', 'Contract Drafting', 'English Language']","['Project Management', 'Personal Attributes', 'Social Awareness', 'Basic Customer Service', 'Contract Management', 'Language Competency', 'nan']","['Business', 'Language', 'Physical and Inherent Abilities', 'Customer and Client Support', 'nan']"
133,4e517fbece86f5ec902f18bd49e655e0,"{'Pédagogie active', 'Théâtre', 'Ingénierie pédagogique', 'Développement Android', 'Wordpress'}","['Wordpress', 'Pedagogical engineering', 'Active pedagogy', 'Theatre', 'Android Development']","['Musical Theater', 'WordPress', 'Android Development', 'Engineering Education', 'Pedagogy']","['Teaching', 'Content Management Systems', 'Mobile Development', 'nan', 'Theatre and Performance Art']","['Information Technology', 'Performing Arts', 'Education and Training', 'nan']"
134,4eee4cd15f90020c8cf9f617ab7c9d75,"{'Microbiology', 'Biologie', 'Bio-informatique', 'Anglais', 'Analyse de données', 'Science', 'Cell Biology', 'Rédaction scientifique', 'Ecology', 'Ingénieurs', 'Molecular Biology', 'R', 'Physiology', 'Modeling', 'Biodiversité', 'Evolutionary Biology', ""Science de l'environnement"", 'Biologie moléculaire', 'Biologie cellulaire', 'Experimental Design', 'Biology', 'Scientific Writing'}","['Molecular Biology', 'Cell biology', 'Molecular biology', 'Experimental Design', 'Microbiology', 'Scientific writing', 'Science', 'Environmental science', 'Bioinformatics', 'Biodiversity', 'Ecology', 'R', 'Cell Biology', 'Scientific Writing', 'Engineers', 'Physiology', 'Evolutionary Biology', 'Biology', 'English', 'Modeling', 'Data analysis', 'Biology']","['R Commander', 'Experimental Design', 'Model Building', 'Scientific Writing', 'Cell Biology', 'Bioinformatics', 'Ecology', 'Engineering Education', 'Microbiology', 'Physiology', 'Biodiversity', 'Biology', 'Data Analysis', 'Evolutionary Biology', 'Environmental Science', 'Physical Science', 'English Language', 'Molecular Biology']","['Environment and Resource Management', 'Bioinformatics', 'Ecology', 'Biology', 'Writing and Editing', 'Data Analysis', 'Research Methodology', 'Language Competency', 'Molecular, Cellular, and Microbiology', 'nan', 'General Medicine', 'Earth and Space Science']","['Science and Research', 'Language', 'Health Care', 'Analysis', 'Environment', 'nan', 'Media and Writing']"
135,4f6cec805cc90fc6d37209bd7362510f,"{'Management', 'Relations publiques', 'Non lucratif', 'Entrepreneuriat social', 'Change Management', 'Project Management', 'Stratégie commerciale', 'Leadership', 'Recherche', 'Entrepreneurship', 'Design de services', 'Collecte de fonds', 'Entrepreneuriat', 'Gestion de projet', 'Accessibilité', 'Social Entrepreneurship', 'Planification stratégique', 'Stratégie'}","['Entrepreneurship', 'Social entrepreneurship', 'Strategic planning', 'Fund-raising', 'Social Entrepreneurship', 'Project Management', 'Management', 'Trade strategy', 'Leadership', 'Entrepreneurship', 'Non-profit', 'Service Design', 'Change Management', 'Strategy', 'Project management', 'Research', 'Accessibility', 'Public relations']","['Trading Strategy', 'Service Design', 'Project Management', 'Social Entrepreneurship', 'Entrepreneurship', 'Strategy Dynamics', 'Change Management', 'Web Accessibility', 'Public Relations', 'Management', 'Fundraising', 'Leadership', 'Research', 'Strategic Planning', 'Non-Profit Organization']","['Fundraising and Crowdsourcing', 'Initiative and Leadership', 'Project Management', 'Business Management', 'Business Strategy', 'Web Design and Development', 'Public Relations', 'Research Methodology', 'Financial Trading', 'nan', 'Business Operations']","['Business', 'Science and Research', 'Information Technology', 'Finance', 'Marketing and Public Relations', 'Physical and Inherent Abilities', 'nan']"
136,5014521e01a9ac0ec282107975445761,set(),[],[],[],[]
137,5088346c75ff6f97e8fe33459d8bc000,"{'Cell Culture', 'French', 'Business Strategy', 'Science', 'Marketing Strategy', 'Management Consulting', 'Genome Engineering', 'Business Development', 'Venture Capital', 'Molecular Biology', 'Management', 'Start-ups', 'Commercialization', 'R&D', 'Entrepreneurship', 'Research', 'Marketing', 'Project Management', 'Life Sciences', 'Bioinformatics', 'Biotechnology', 'Synthetic Biology'}","['Entrepreneurship', 'Business Strategy', 'Bioinformatics', 'Management Consulting', 'Molecular Biology', 'Marketing Strategy', 'Commercialization', 'Research', 'Science', 'Life Sciences', 'Venture Capital', 'Marketing', 'Project Management', 'Synthetic Biology', 'Management', 'Start-ups', 'Cell Culture', 'Business Development', 'Genome Engineering', 'Biotechnology', 'English', 'R&D']","['Cell Cultures', 'Bioinformatics', 'Venture Capital', 'Entrepreneurship', 'RRDtool', 'Genetic Engineering', 'Business Development', 'English Language', 'Management Consulting', 'StartOS', 'Management', 'Research', 'Life Sciences', 'Molecular Biology', 'Financial Strategy', 'Project Management', 'Synthetic Biology', 'Business Marketing', 'Biotechnology', 'Marketing Strategies', 'Physical Science', 'Drug Commercialization']","['Investment Management', 'Business Consulting', 'Initiative and Leadership', 'Project Management', 'Bioinformatics', 'Business Management', 'Biology', 'Business Strategy', 'Language Competency', 'Genetics', 'Research Methodology', 'Molecular, Cellular, and Microbiology', 'Biotechnology', 'Pharmacology and Drug Discovery', 'nan', 'Marketing Strategy', 'Networking Software', 'Earth and Space Science']","['Science and Research', 'Business', 'Language', 'Information Technology', 'Finance', 'Marketing and Public Relations', 'Physical and Inherent Abilities', 'nan']"
138,50b04f610f70835d96d5e9f470b1b2dc,"{'Programming', 'Single-Cell RNA Sequencing Data Analysis', 'Bioinformatics', 'Metagenomics', 'Genomics', 'Evolutionary Bioinformatics', 'Data Analysis'}","['Data Analysis', 'Bioinformatics', 'Programming', 'Genomics', 'Single-Cell RNA Sequencing Data Analysis', 'Evolutionary Bioinformatics', 'Metagenomics']","['Bioinformatics', 'Metagenomics', 'Data Analysis', 'Computer Programming', 'Genomics', 'Single-Cell Analysis']","['Computer Science', 'Bioinformatics', 'Data Analysis', 'Genetics', 'Molecular, Cellular, and Microbiology', 'nan']","['Science and Research', 'nan', 'Analysis', 'Information Technology']"
139,50b698ec8d568e53d0fd29096805968c,"{'Génétique', 'Formation', 'Coordination d’équipe', 'Kanban', 'Innovation numérique', 'Hôpitaux', 'Teaching', 'Science', 'Ingénierie pédagogique', 'Parler en public', 'Gestion de projet', 'Prezi', 'Enseignement', 'ingénierie de formation', 'Management', 'Relations publiques', 'Public Speaking', 'Recherche', 'Google Drive', 'Hospitals', 'Microsoft Office', 'Project Management', 'Systèmes de gestion de contenu (CMS)', 'Français', 'Création de sites Web', 'Médecine', 'Conception expérience utilisateur'}","['Talking in public', 'Team coordination', 'training engineering', 'Hospitals', 'Pedagogical engineering', 'Genetics', 'Teaching', 'Science', 'French', 'Website creation', 'Project Management', 'Microsoft Office', 'Management', 'Content Management Systems (CMS)', 'Education', 'Prezi', 'Digital innovation', 'User experience design', 'Training', 'Public Speaking', 'Kanban', 'Hospitals', 'Google Drive', 'Project management', 'Research', 'Public relations', 'Medicine']","['E-Kanban', 'Content Management Systems', 'Medical Genetics', 'Team Building', 'Website Builder', 'Hospital Medicine', 'Public Speaking', 'Public Relations', 'French Language', 'Teaching', 'Microsoft Office', 'Management', 'Prezi (Presentation Software)', 'Research', 'Digital Technology', 'Project Management', 'Engineering Education', 'Higher Education', 'User Experience Design (UX)', 'Physical Science', 'Recruit Training', 'Google Drive', 'Clinical Medicine']","['Content Management Systems', 'Lean Manufacturing', 'Language Competency', 'Document Management', 'General Medicine', 'Basic Computer Knowledge', 'Advanced Patient Care', 'Business Management', 'Office and Productivity Software', 'Public Relations', 'nan', 'User Interface and User Experience (UI/UX) Design', 'Genetic Disorders', 'Teaching', 'Presentation Design', 'Project Management', 'Research Methodology', 'Higher Education', 'Software Development Tools', 'Communication', 'People Management', 'Earth and Space Science']","['Business', 'Science and Research', 'Language', 'Health Care', 'nan', 'Design', 'Physical and Inherent Abilities', 'Manufacturing and Production', 'Marketing and Public Relations', 'Education and Training', 'Information Technology', 'Administration']"
140,51f81c54f54a01f45131561b3c30047d,"{'DCF Valuation', 'Financial Modeling', 'English', 'strategy', 'Biologie', 'Valuation', 'Anglais', 'Service client', 'Parler en public', 'Gestion de projet', 'Microsoft Excel', 'Data Analysis', 'Réseaux sociaux', 'Engineering', 'python', 'Microsoft PowerPoint', 'Public Speaking', 'Recherche', 'Entrepreneurship', 'Teamwork', 'Microsoft Word', 'Research', 'Microsoft Office', 'Creative Strategy', 'Guitar Playing', 'Project Management', 'Leadership', 'Français', 'Travail d’équipe'}","['Talking in public', 'Entrepreneurship', 'English', 'DCF Valuation', 'Research', 'French', 'Microsoft Word', 'strategy', 'Project Management', 'Microsoft Office', 'Teamwork', 'python', 'Financial Modeling', 'Leadership', 'Teamwork', 'Data Analysis', 'Customer service', 'Creative Strategy', 'Microsoft PowerPoint', 'Public Speaking', 'Biology', 'Microsoft Excel', 'Valuation', 'English', 'Project management', 'Research', 'Engineering', 'Social networks', 'Guitar Playing']","['Entrepreneurship', 'Microsoft PowerPoint', 'Creative Thinking', 'Public Speaking', 'Microsoft Excel', 'Strategy Dynamics', 'Data Analysis', 'Python (Programming Language)', 'French Language', 'English Language', 'Social Networks', 'Financial Modeling', 'Biology', 'Microsoft Office', 'Leadership', 'Microsoft Word', 'Research', 'Business Valuation', 'Customer Service', 'Project Management', 'Real Estate Valuation', 'Engineering Education', 'Teamwork', 'Acoustic Guitar']","['Initiative and Leadership', 'Social Media', 'Project Management', 'Financial Modeling', 'Biology', 'Social Awareness', 'Data Analysis', 'Office and Productivity Software', 'Language Competency', 'Research Methodology', 'Basic Customer Service', 'Communication', 'nan', 'Financial Analysis', 'Scripting Languages']","['Science and Research', 'Business', 'Language', 'Analysis', 'Administration', 'Finance', 'Physical and Inherent Abilities', 'Marketing and Public Relations', 'Information Technology', 'Customer and Client Support', 'nan']"
141,52403b0075a8df667b8eb43b7736a378,"{'Analytical Skills', 'English', 'Program Development', 'French', 'Problem Solving', 'Internal Communications', 'Stakeholder Management', 'Communication', 'Multilingual', 'Microsoft Excel', 'Training & Development', 'Training Delivery', 'Management', 'Training', 'Medical Affairs', 'Project Implementation', 'Team Leadership', 'Learning Management Systems', 'Event Planning', 'Public Speaking', 'PowerPoint', 'Teamwork', 'Spanish', 'L&D', 'Training Management', 'Interpersonal Skills', 'Learning and Development', 'Microsoft Word', 'Global Project Management', 'E-Learning', 'Budget Management', 'Microsoft Office', 'Change Management', 'Project Management', 'Blended Learning', 'Leadership', 'public presentation', 'Intercultural Communication'}","['PowerPoint', 'English', 'Project Implementation', 'Sticker Management', 'Training Delivery', 'Problem Solving', 'Project Management', 'Microsoft Office', 'Analytical Skills', 'Training Management', 'public presentation', 'Training', 'Training & Development', 'Medical Affairs', 'Microsoft Word', 'Learning and Development', 'Global Project Management', 'Internal Communications', 'Learning Management Systems', 'Spanish', 'E-Learning', 'Budget Management', 'Teamwork', 'Management', 'L&D', 'Leadership', 'English', 'Public Speaking', 'Communication', 'Microsoft Excel', 'Blended Learning', 'Program Development', 'Team Leadership', 'Interpersonal Skills', 'Change Management', 'Event Planning', 'Intercultural Communication', 'Multilingual']","['DG/L', 'Spanish Language', 'Software Development', 'Change Management', 'Analytical Skills', 'Microsoft PowerPoint', 'Internal Communications', 'Presentations', 'Digital Signage', 'Public Speaking', 'Human Communication', 'Microsoft Excel', 'Project Implementation', 'English Language', 'Event Planning', 'Training And Development', 'Blended Learning', 'Intercultural Communication', 'Learning Development', 'Microsoft Office', 'Management', 'Leadership', 'Microsoft Word', 'Social Skills', 'Multilingualism', 'Medical Management', 'Project Management', 'Teamwork', 'Problem Solving', 'Learning Management Systems', 'Active Learning', 'Budget Management', 'Recruit Training']","['Instructional and Curriculum Design', 'Events and Conferences', 'Software Development', 'Language Competency', 'Health Care Administration', 'Business Management', 'Social Awareness', 'Office and Productivity Software', 'nan', 'Education Software and Technology', 'Personal Attributes', 'Employee Training', 'Initiative and Leadership', 'Project Management', 'Business Communications', 'Problem Solving', 'Photo/Video Production and Technology', 'Budget Management', 'Research Methodology', 'Communication', 'Training Programs']","['Business', 'Science and Research', 'Hospitality and Food Services', 'Human Resources', 'Language', 'Health Care', 'Administration', 'Finance', 'Physical and Inherent Abilities', 'Education and Training', 'Information Technology', 'Media and Writing', 'nan']"
142,52a206c96b45a9ba28a62941691da571,"{'JavaScript', 'Anglais', 'SQL', 'Linux', 'PHP', 'Symfony', 'R', 'Git'}","['Symfony', 'PHP', 'SQL', 'JavaScript', 'Git', 'R', 'English', 'Linux']","['R Commander', 'Symfony', 'SQL (Programming Language)', 'JavaScript (Programming Language)', 'Gitbook', 'Linux', 'PHP 7', 'English Language']","['JavaScript and jQuery', 'Language Competency', 'Operating Systems', 'PHP', 'nan', 'Query Languages']","['Information Technology', 'nan', 'Language']"
143,53906709ba5fd0aa0a7da4fdc8087ef9,"{'International Relations', 'CMS', 'English', 'Energy', 'Editing', 'German', 'Reputation Management', 'French', 'Content Management', 'SEO', 'Internal Communications', 'Communication', 'Public Affairs', 'Copywriting', 'Strategic Communications', 'Web Analytics', 'Crisis Communications', 'Writing', 'Management', 'Press Releases', 'Corporate Communications', 'Media Relations', 'Marketing', 'Online Marketing', 'Public Relations', 'Blogging', 'Advertising'}","['Internal Communications', 'CMS', 'English', 'German', 'SEO', 'Editing', 'Reputation Management', 'Marketing', 'Blogging', 'Content Management', 'Public Affairs', 'Management', 'Copywriting', 'Writing', 'Public Relations', 'International Relations', 'Strategic Communications', 'Web Analytics', 'Advertising', 'Online Marketing', 'English', 'Communication', 'Media Relations', 'Energy', 'Crisis Communications', 'Corporate Communications', 'Press Releases']","['Online Marketing', 'Reputation Management', 'CMS Made Simple', 'Blogs', 'Energetic', 'Content Management', 'Search Engine Marketing', 'Internal Communications', 'Human Communication', 'Press Releases', 'Crisis Communications', 'Public Relations', 'Advertisement', 'Public Affairs', 'Corporate Communications', 'Web Analytics', 'English Language', 'German Language', 'Writing', 'Management', 'International Relations', 'Strategic Communication', 'Business Marketing', 'Media Relations', 'Copywriting', 'Editing']","['Online Marketing', 'Advertising', 'Initiative and Leadership', 'Business Communications', 'Content Development and Management', 'Business Management', 'Writing and Editing', 'Public Relations', 'Language Competency', 'Communication', 'Web Analytics', 'nan', 'Marketing Strategy']","['Business', 'Language', 'Marketing and Public Relations', 'Physical and Inherent Abilities', 'Media and Writing', 'nan']"
