Name,Occupation,Country,Company,Position,Type,CRI
368e9e01705332615a291809ead4492f,Postdoctoral Research Fellow (Bioinformatics) at JGU,Frankfurt Rhine-Main Metropolitan Area,"Inria,University of Stuttgart · Contract,Institute Cochin INSERM,Institute of Molecular Biology (IMB),JGU · Full-time,Marie Curie Research Institute","Graduate Intern,Postdoctoral Research Fellow (Bioinformatics) at JGU,Research Assistant,Postdoctoral Research Fellow (Bioinformatics),PHD Candidate/Researcher","Research,Student","Master Edu,Master Exp"
369d85059119d518e313210c08a984b9,Postdoctoral Fellow at Charité,Germany,"Charité,INSERM,Freie Universität Berlin,Yale University,Collège de France","co-PhD,Postdoctoral Fellow","Research,Student",PhD
36e61a7ce591ed253a2ec337cb344532,Civic service at AILERONS association - Fin indicator at Association AILERONS,France,"SharkLab,Association AILERONS,Centre de Recherches Insulaires et Observatoire de l’Environnement (CRIOBE),iSea NGO","master internship,Civic service at AILERONS association - Fin indicator,Volunteer about sharks and rays conservation,Master,Internship. Monitoring elasmobranchs catches of the small scales fisheries in, Greece",Student,"Licence Edu,Licence Exp"
37b55a641c35c0923555479e3b6f0763,"Study of Titi Monkeys Alarm Call System at LINGUAE, Institut Jean Nicod",France,"LINGUAE, Institut Jean Nicod","Master,Study of Titi Monkeys Alarm Call System","Research,Student","Licence Edu,Licence Exp"
3843157b5e6bc8be8d0bb5db55928b6e,Technology Manager at Jems Group,France,"Jems Group,CRI","Technical Lead and Technical Community Manager,Technology Manager,Doctoral Researcher","Research,Other,Student",PhD
38ce5a428f002c9c3b6a7ead7c81723f,"Data Science Lead at Sodexo,Lead Data Scientist"," France,France","Laboratory Imaging s.r.o.,ARIANA PHARMA · Permanent,Sciences Po · Contract,ARIANA PHARMA,École normale supérieure,McKinsey & Company,Sodexo · Permanent,McKinsey & Company · Permanent,Sciences Po,Sodexo,Licence Frontières du Vivant/ Education nationale/ Lycée Charlemagne","Engineer- Image statistics,Mathematics Teacher,Lead Data Scientist,PHD,Data Scientist Specialist,Data scientist / bio-statistician,Statistics Teacher,Data Science Lead","Other,Student","PhD,Master Edu,Master Exp"
38d6077bae8d140727041b68038d1cba,Directrice adjointe chez Ateliers Amasco -Jouer et apprendre, France,Ateliers Amasco -Jouer et apprendre · Internship,Ingénieure pédagogique,Other,Master Exp
393d09cf1ff1d47207c190a15987d303,Business Manager at Akka Technologies,France,"Akka Technologies,EDF,Scalian,Assystem","Engineering Project Manager,Project Engineer,Business Manager,Student","Other,Student","Master Edu,Master Exp"
39903c4fdc0fd51b728e192b4b9a5ed8,Spécialiste produits chez I&L Biosystems France SAS, France,"UMR 5163 CNRS - UJF,iGEM Grenoble,Plusieurs stages facultatifs et stage de M1 au Laboratoire Pierre Aigrain, ENS Paris et UMR 1001,iGEM Paris 2010 Liliane Bettencourt,Pierre Fabre,INRIA Grenoble Rhône-Alpes,I&L Biosystems France SAS","Stagiaire Chef de Produit Développement International - Pierre Fabre Oral Care,Stagiaire recherche,Ingénieur de Recherche,Spécialiste produits chez I&L Biosystems France SAS,Spécialiste produits,Chef de Projet,Chef de projet","Research,Other,Student","Master Edu,Master Exp"
3992a291be830c0adf569fd6ee19838c,Co-Founder at Gouach. Building repairable electric batteries 🔋 for a sustainable e-mobility 🚲. 🚀 We're hiring! 😍, France,"Direction Générale de la Compétitivité, de l'Industrie et des Services,French Ministry of Industry (Ingénieur des Corps Techniques de l'Etat),https://www.linkedin.com/company/founders-pledge,8pen,Hypios,Snips,Gouach · Permanent","Research intern,Chargé de mission Très haut débit,Co-Founder at Gouach. Building repairable electric batteries 🔋 for a sustainable e-mobility 🚲. 🚀 We're hiring! 😍,Co-Founder,Ingénieur du Corps des Mines,Co-founder,Pledger","Other,Entrepreneur,Student","Master Edu,Master Exp"
39da3e9a34d9d1027d7872e20c5ac2db,Research Scientist at Matís ohf/Icelandic Food and Biotech Company,Iceland,"Université Paris 6 - Pierre et Marie Curie,Matís ohf/Icelandic Food and Biotech Company","PhD,Research Scientist,Research Scientist at Matís ohf/Icelandic Food and Biotech Company","Research,Student","Master Edu,Master Exp"
3aebfa21c7bf2d207e6e956e1f7ccf53,Project Manager and Analyst at Jakob and Partners, Denmark,"Institut Pasteur,ATV GmbH · Full-time,Joint BioEnergy Institute,UC Berkeley","Expert Seminar Life Science Management,Research Internship,Master Thesis Project,Project Manager and Analyst at Jakob and Partners","Other,Student","Master Edu,Master Exp"
3b1deb5c85a47494cf0e6ad485d751a0,Attachée de Direction Réseau JCM SANTE, France,"Centre Hospitalier Ariège Couserans,JCM Santé - Equipe Spécialisée Alzheimer - SSIAD Oasis,JCM Santé SAS · Permanent,LA CHRYSALIDE MARSEILLE_ SAMSAH Les Mimosas,Crèche Familiale Banbilous,Ecole Maternelle Sacré-Coeur,Centre Hospitalier du Val d'Ariège","Stagiaire : Service de Pédiatrie et Néonatalogie,Apprentie Psychomotricienne,Stagiaire : Crèche,Stagiaire : Ecole Maternelle,Attachée de Direction Réseau JCM SANTE,Stagiaire : Hopital Psychiatrique,Stagiaire : SAMSAH, Personnes Polyhandicapées Adultes,Attachée de Direction Réseau JCM Santé","Other,Student","Master Edu,Master Exp"
3b8563032991689fa1b83141537d7160,Consultant at Center for Public Research and Leadership,United States of America,"50 Jeunes Engagés pour le Climat,Center for Public Research and Leadership,Columbia University in the City of New York,Université de Sherbrooke","Consultant,Master,Assistant de recherche,Volunteer","Research,Student","Licence Edu,Licence Exp"
3b9e082a93764b8bf9227f40f968d9f4,"Professeur de gastroentérologie et d'oncologie digestive (PUPH) chez Groupe Hospitalier Paris Centre - Site Cochin,Head of Oncology and Haematology Department at Groupe hospitalier Paris Centre - Hôpital Cochin"," France,France","Groupe Hospitalier Paris Centre - Site Cochin,Groupe hospitalier Paris Centre - Hôpital Cochin · Permanent,Groupe hospitalier Paris Centre - Hôpital Cochin","Professeur de gastroentérologie et d'oncologie digestive (PUPH) chez Groupe Hospitalier Paris Centre - Site Cochin,Head of Oncology and Haematology Department,Professeur de gastroentérologie et d'oncologie digestive (PUPH)","Research,Student","PhD,Master Edu,Master Exp"
3c21efef7ab9cd226846cc4296f7f75b,Computational biologist at Quantitative Molecular Biological Physics lab at NCBI/NLM/NIH,France,"NCBI/NLM/NIH,IBENS,IJPB (Institut Jean-Pierre Bourgin) - INRA,Glowee,Institut Jacques Monod","Computational biologist at Quantitative Molecular Biological Physics lab,Biological data analysis (mix-omics),Internship at Institut Jacques Monod,Internship at Institut de Biologie de l'ENS,R&D internship,Master","Other,Research,Student","Licence Edu,Master Exp,Licence Exp"
3c70ce7d82d293261f24d3b05ae50dd5,"Modern Competence Development | Promoting digital learning, communication and inclusion", France,"L'Industreet · Permanent,Arabigo · Internship,Forward College · Internship,Wax Science","Product designer,Communications project manager,Pedagogical engineer,Digital trainer & project manager","Other,Student",Master Exp
3ce1b3d0d8ade719d6058a7524b4e036,"Stage de recherche, Biominéralisation at Institut de Minéralogie, de Physique des Matériaux et de Cosmochimie",France,AgroParisTech - Institut des sciences et industries du vivant et de l'environnement,Master,Student,Licence Edu
3d94f1c1b9ffabd7e3abe6d38af810c5,Analyste Décisionnel - Consultant BI chez CGI, France,"The University of British Columbia,Centre des Matériaux de l’école des Mines ParisTech-Paris,Institut Curie - Compartimentation et dynamique cellulaire - UMR 144,McGill University - Faculty of Science","Analyste Décisionnel - Consultant BI chez CGI,Visiting PhD Student,Postdoctoral Fellowship,Stage de recherche","Research,Student","Master Edu,Master Exp"
3dfe538cddddd9a5088331dd2eabd3cc,"Postdoctoral Researcher at University of California, Berkeley", United States,"Public Library of Science,The Francis Crick Institute,Enzyme & Co.,Harvard Medical School,University of California, Berkeley","Postdoctoral Researcher,Researcher,Graduate Student Researcher,PLOS Synthetic Biology Community Editor,Postdoctoral Researcher at University of California, Berkeley,Intern","Other,Research,Student","Master Edu,Master Exp"
3e1bad234e14b7cf06afa7c7af0e78ce,Digital Consultant - Elearning & MOOC,Greater Paris Metropolitan Region,"CRI - Centre de Recherches Interdisciplinaires,The MOOC Agency,ADEME · Freelance","Digital Communication and Outreach Manager - ""Vers une société apprenante""​,Digital Consultant - MOOC & Elearning,Digital Transformation Project Manager","Other,Student",Master Exp
3e4f5b750cfc1bb27a8a325560dfaf5d,,France,Sorbonne Université,PhD,Student,Licence Edu
3e58aba1759fc5dc29212dfe87fac141,Postdoctoral Researcher at Boston University,United States of America,"Inria,Université Paris Diderot,Boston University","Postdoctoral Researcher,PhD Student","Research,Student",PhD
3ed82012304198e0f7fb4dc2532fbfa5,M2 Student in Learning sciences at the CRI - Université de Paris, France,Lab' Mass Transit de Transilien · Stage,Chargée de mission pédagogie et soft skills liés à la transformation,Other,Master Exp
401597b7b0a42e9f079bf617f199f5c7,Postdoctoral Fellow at Institut Jacques Monod,France,"Institut Jacques Monod/CNRS & University Paris Diderot,Institut Jacques Monod","PHD Student,Postdoctoral Fellow","Research,Student",PhD
401f3dbb6c55e4b53bf192fc1ecd84e3,Maître de conférences at ESPCI Paris,France,"Ecole supérieure de Physique et de Chimie industrielles de la Ville de Paris,ESPCI Paris,ICM - Brain & Spine Institute","Chercheur boursier post-doctorat,Doctorant,Maître de conférences","Research,Student",PhD
40d67646be8dce17849a7dfe55e20e7e,M.Sc. Interdisciplinary Approaches in Life Sciences,Netherlands,"Institut Pasteur,Donders Institute for Brain, Cognition and Behaviour","Internship,Intern",Student,Master Exp
40de07d8d5538b0f1e737401c406cabf,"Freelance Data Science – Bioinformatics at Ernest Mordret Digital Solutions,Freelance Data Science – Bioinformatics chez Ernest Mordret Digital Solutions","Greater Paris Metropolitan Region,France","Dreem,INSERM,Weizmann Institute of Science,ESPCI,Museum National d'Histoire Naturelle,Ernest Mordret Digital Solutions · Freelance,Ernest Mordret Digital Solutions","iGEM,PhD – Computational Biology,Freelance Data Science – Bioinformatics,data scientist/engineer,Freelance Data Science – Bioinformatics chez Ernest Mordret Digital Solutions,Intern","Entrepreneurship,Other,Student","PhD,Master Edu,Master Exp"
40eebd3a599be1380ab963e0f6dd4c23,chef des innovations chez The Janssen Pharmaceutical Companies of Johnson & Johnson,Spain,"Université d'Orléans,CNRS- Université Paris-Diderot,University of Washington,French National Institute for Agricultural Research,Janssen Pharmaceuticals,Janssen","Chercheur postdoctorale,CDD Data Engineer,Real World Evidence Manager Spain,Scientist,etudiant,Research Fellow,chef des innovations chez The Janssen Pharmaceutical Companies of Johnson & Johnson","Research,Other","Master Edu,Master Exp"
4127ab7271d3f61ec17ebd04e8d053bf,Teaching Advisor at École polytechnique fédérale de Lausanne,France,"COST action,Association Frateli / Frateli Lab,Université Paris 5,Université Paris Descartes,Rhizome Association,Independent Consultant,Freelance,Université Paris Diderot,École polytechnique fédérale de Lausanne,MedILS,Licence Frontieres du Vivant, Centre de recherches interdisciplinaires (CRI),CRI","Lecturer at Bachelor program ""Frontières du Vivant”,Teaching Advisor,Lecturer at Physics Bachelor program,Scientific Coordinator,PhD student,Researcher,Postdoc,Lead Pedagogical Designer and Teacher,Independent Consultant,Leader of the nonformal educators working group at Euroscitizen COST action,Action Research Program Manager and Director of pedagogical program,Lecturer at Master program ""AIRE – Life Sciences"",University Lecturer","Entrepreneurship,Board,Student,Research,Other",PhD
416edaf761c57a3a92c7eb24c3329743,Chargée de mission développement durable et transition écologique at Département de la Vendée,France,"I Care & Consult,Département de la Vendée,Naturalia France,Projet Déclic,Iddri","6-month internship as an Environmental consultant with a focus on #adaptation at I Care,Écriture, élaboration et transformation de propositions de lois pour la transition en France,Vendeur,Chargée de mission développement durable et transition écologique,6-month internship in the ocean team at IDDRI,Master","Other,Student","Licence Edu,Licence Exp"
41bdadf8515304c2428571f2baa20eec,"Journaliste pigiste : sciences, santé at Bayard",France,"Bayard,Fondation La main à la pâte,Bridges,École normale supérieure Ulm,Reworld Media,LA COMPAGNIE LES FAITS D'AMES,Louie Media,UCL,Podcasters media","Journaliste pigiste : sciences, santé,Master internship : Spatial ability, from a video game to the real world - cognitive neuroscience,Journaliste web : santé, culture,Journaliste pigiste : Science & Vie,Référente scientifique pour la série TV ""Neurotrucs"",Assistante à la création pédagogique et numérique,Assistante de production et Assistante éditoriale (web-série pour Arte.tv),Bachelor Internship : Affective Brain Laboratory, UCL - cognitive neuroscience,Master,Journaliste podcast,Journaliste print : sciences, santé, société","Other,Student","Licence Edu,Licence Exp"
42b5ff30ec3c2bdbaf35837c8030fdc6,Stagiaire at Premiers Cris,France,UCL,Master,Student,Licence Edu
42b94e4ab9aeb657cc70b34a7263a13c,Building living neuronal processors at KONIKU.,San Francisco Bay Area,"Koniku,Université Paris Diderot (MSC) - Weizmann Institute -Institut Curie,Institut Curie","PhD,Chief Unlisted Projects Architect,Post-doctoral researcher","Research,Student",Master Exp
42c3134a48a32f9ae4434fecf715e992,"CSO Plantibodies,Student", France,"HEC Paris,Pasteur Institute · Apprenticeship,Collège de France · Contract,Collège de France,PlantiBodies","CSO Plantibodies,Internship Trainee,Co-founder & CSO,Research Intern,Doctoral Researcher","Board,Student","Master Edu,Master Exp"
432c5b48cde122dd46cdf21e67d1804d,Postdoctoral researcher at Universitätsklinikum Hamburg Eppendorf,Germany,"Universitätsklinikum Hamburg Eppendorf,CEA","Postdoctoral researcher,PhD Thesis","Research,Student",PhD
432c648d0ecdb9fc6e483bcdbb9ab40f,EU-FORA Fellow chez European Food Safety Authority (EFSA), France,"European Food Safety Authority (EFSA) · Contract,PROTÉINES XTC · Permanent,Wax Science,INSEAD,INSERM,Mimi Und Mimi · Self-employed,French National Institute for Agricultural Research","Marketing Research Intern,EU-FORA Fellow chez European Food Safety Authority (EFSA),Developmental Psychology Intern,Research Intern,Website content manager,Artisan d’art créateur,Senior Creative Scientist,EU-FORA Fellow","Research,Student","Master Edu,Master Exp"
43547bfaa91559a12b497b4e60008257,Consultant Cybersécurité at Magellan'Project - Groupe Magellan Partners,France,"Societe Generale,Laboratoire Jean Perrin (CNRS-UPMC),Proservia - ManpowerGroup,Laboratoire de Photonique et de Nanostructures, CNRS,Magellan'Project - Groupe Magellan Partners,BlackHole Lab,Institut Curie","Consultant Cybersécurité,CSSI,Postdoctoral Fellow (RiboNets European Project),PHD Student,Research And Development Engineer/Business Developer","Other,Research,Student",PhD
4357bf9a059d3147cdf8dbf592391aef,PHD Graduate Student at Institut de physique du globe de Paris,France,"Institut de physique du globe de Paris,Rencontres Exobiologiques pour Doctorants (RED) Astrobiology Introductory Course","Master,PHD Graduate Student,Other","Research,Student","Licence Edu,Licence Exp"
4360e0698ecc034deb32093633acec9e,Doctoral Researcher at Max-Planck-Institute for Evolutionary Anthropology,Germany,"CRI - Centre de Recherches Interdisciplinaires,Muséum national d'Histoire naturelle,Max Planck Institute for Evolutionary Biology,Max-Planck-Institute for Evolutionary Anthropology,Institut Pasteur,Université Paris Descartes,University of Gdansk,Max Planck Institute for the Science of Human History,Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris),Natural History Museum, University of Oslo,Centre for Genomic Regulation (CRG)","Graduate Research Assistant,Molecular biology intern,Teaching Assistant,Master Student Intern,Research Intern,Guest Researcher,Graduate Research Intern,Lab Technician,Master,Doctoral Researcher","Other,Research,Student","Licence Edu,Licence Exp"
43b329314d809fdccc28655ac3802326,Stage étudiant at Muséum national d'Histoire naturelle,France,"Muséum National d'Histoire Naturelle,Muséum national d'Histoire naturelle,Université de Paris","Master,Stage étudiant",Student,"Licence Edu,Licence Exp"
43d032676319aa50986ecbeff4d9b4ba,PhD Student at Institut Curie,France,"Institut Curie - Research Centre,Imagine Institute of Genetic Diseases,Institut Curie","Graduate Research Student,Master,Research Internship,PhD Student","Research,Student","Licence Edu,Licence Exp"
449f1df6131fdc3114be8680b4eb39b8,Video Game Producer, France,"GAME ONLY,Accidental Queens,Epic Games,Cité des Sciences et de l'Industrie,Playwing,Midnight Circus Games · Permanent,The Good Drive","Video Game Projects Manager,Line Producer,CEO & Co-Founder,Event Coordinator,Producer,Vice President Event","Other,Entrepreneur,Student",Master Exp
46304bca188699df69665cc978c22275,Stage - La cime d’un arbre comme solution aux enjeux d’hébergement de lémuriens en captivité ? at Parc Zoologique et Botanique de Mulhouse,France,"Museum National d'Histoire Naturelle,Parc Zoologique et Botanique de Mulhouse","Master,Stage - La cime d’un arbre comme solution aux enjeux d’hébergement de lémuriens en captivité ?,Stage - Analyse Bibliographique des réponses comportementales aux menaces chez les primates",Student,"Licence Edu,Licence Exp"
46c074ae36442a7d305d9a97789a2c53,Médiateur scientifique, France,"IRIT (Institut de Recherche en Informatique de Toulouse) · Internship,CRI · Internship,CNRS - Centre national de la recherche scientifique · Contract,Education Nationale · Permanent","Enseignant agrégé de mathématiques,Ingénieur d'étude et conception,Stagiaire en recherche,Médiateur scientifique,Étude du grand projet D-clics numériques de la Ligue de l'enseignement","Research,Other,Student","Master Edu,Master Exp"
472082d2bd7855ee1e29d88a6a0e9c49,Bioengineer | Fulbright Grantee, United States,Institut Pasteur,Project Leader,Other,Master Exp
475d75132f2010c708185db8937fa4fb,"PhD student at the Francis Crick Institute and Imperial College London,PhD student at The Francis Crick Institute",United Kingdom,"Syncona Limited,J. Craig Venter Institute,École normale supérieure,Institut Pasteur,The Francis Crick Institute,Harvard Medical School,Collège de France","Visiting Scientist - Synthetic Biology laboratory,PhD student at the Francis Crick Institute and Imperial College London,Work placement,PhD student,Visiting Scientist - Genome Organisation and Dynamics laboratory,Visiting Scientist - Department of Systems Biology,Visiting Scientist - Statistical Biology laboratory,Master,PhD,Visiting Scientist - Synthetic Biology and Bioenergy Group","Student,Research,Other","Licence Edu,Master Edu,Master Exp,Licence Exp"
4783f43861ab489ac3d150a08fc10103,Scientific advisor and co-founder at Evora Biosciences,France,"EVerZom,Evora Biosciences,Laboratoire matière et systèmes complexes,Hospices Civils de Lyon,Université paris descartes,INSERM UMR 1197","Post-Doc / Contrat de jonction,Scientific advisor and co-founder,Pedagogic assistant in Chair Innovation Management and Value in Health,Medical student,PhD","Other,Entrepreneurship,Research,Student",PhD
4829a1bfedfff248daa2297e02a19d99,Biotech Leader and Sparring Partner, France,"Diotheris · Permanent,GP Practice,The Boston Consulting Group,Outcomes4Me · Permanent Part-time,Université Paris 5,CSB.bio · Permanent Part-time","Management Consultant,Research Project Manager / PhD student,Interim Management of family-owned GP practice,Chief Executive Officer,VP Business Development and Customer Success,Biotech Leader and Sparring Partner,Founder & CEO","Other,Entrepreneur,Student","Master Edu,Master Exp"
4885b9f5cb4f64df359515309d42cc3f,Directrice créative chez Tea for Two Studio, France,"CRI - Centre de Recherches Interdisciplinaires,Collectif BluePrint - ingénierie ludique,Association des amis de la Massane,Sapiens - Université Sorbonne Paris Cité,OpenClassrooms","Assistante en ingénieurie pédagogique - stage,Enseignante - UE Game design for learning,Conceptrice pédagogique - stage,Serious game designer,Producer / Ingénieure pédagogique / Narrative designer,Consultante en gamification - stage","Other,Student",Master Exp
490b2b34dfb2d722ed2b36396dae7449,Co founder at CognitiveDesign,France,"Open Science School,GIPSA-lab, LPNC Lab,CognitiveDesign,Lyon Neuroscience Research Center, INSERM,Gipsa Lab , LPNC,matériO SAS","Internship surprising material database,Bachelor,Master,Master Thesis Final Internship,Master thesis final internship,Co founder,""Co-Lab""​ Organizer,Internship Cognitive Science,Other","Entrepreneurship,Board,Student","Licence Edu,Licence Exp"
496e206a6e633e1f997e3434c7fabdc8,Data Scientist - NLP at Cour de cassation,France,"Saegus,Pivigo,Eco-smart solutions,IFC - International Finance Corporation,Université Paris Descartes,JICAP Performance,Institut Pasteur,Mask Generation,PLOS,Cour de cassation,Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris),Institut Curie","Senior Consultant Data Scientist,Co Founder,Lead Data Scientist,Data Scientist - NLP,Internship - master thesis : Biomarker pairs mining of transcriptome data with isotonic regression,Student,Senior Blogger,Data Science club manager,Data consultant,Metro microbiome sequencing,Junior Scientist, Ph.D.,External Consultant,Data Science Ambassador,Consultant Data Scientist Confirmé","Research,Board,Other,Student","PhD,Master Edu,Master Exp"
498dd37409a0d7ab510b9e1e62e8f491,Facilitator | High Performing Teams at AkzoNobel,Netherlands,"onesevenx | venture studio,AkzoNobel,Maker's Asylum,Learning Planet Institute","Founding member | Project Manager #LEARNINGPLANET,Global Faculty Lead |  Learning & Development,Student,Trainer | Podcast Producer (experimentQ),Facilitator | High Performing Teams,Senior Facilitator & Program Coordinator #LEARNINGPLANET (formerly CRI),Product and Innovation Manager,Curriculum Coordinator, STEAM School","Board,Other,Student","Master Edu,Master Exp"
49c5d6f653df7c13b6957f7d2a9c174b,Research en­gin­eer (Computer Vision and Image Processing) at University of Helsinki - Stem Cells and Tissue Architecture (Wickström lab),Finland,"University of Helsinki - Stem Cells and Tissue Architecture (Wickström lab),Ad Scientiam,Institut Curie","Data Scientist,Research en­gin­eer (Computer Vision and Image Processing),PhD, Biological Physics","Research,Other,Student",PhD
49f19df9627d89b91a9ee309986cf635,Postdoctoral Researcher at Institut Curie,France,Institut Curie,"Postdoctoral Researcher,PHD Student (FDV PhD)","Research,Student",PhD
49f6bfd37841f989ef451a87cf2818ec,Graduate Student (PhD) at IMPMC,France,IMPMC,Graduate Student (PhD),Student,PhD
4a1a7ddb972704b760caa459eb38f156,PhD at Max Planck for Institute for Animal Behaviour,France,Max Planck for Institute for Animal Behaviour,PhD,Student,Master Exp
4a59c990c1f3c2d7db2d9436336af658,PhD Student - Laboratory of Physiology and Physiopathology of the Urogenital Tract at IRSET,France,"Learning Planet Institute,Université de Rennes I,University of Chinese Academy of Sciences,Institut Pasteur,IRSET,Institut Pasteur of Shanghai","PhD Student - Laboratory of Physiology and Physiopathology of the Urogenital Tract,PhD Student - Laboratory of Arbovirus Interspecies Transmission and Therapeutics,Teaching Assistant,MSc 1 Intern - Laboratory ""Biology of Host-Parasite Interactions"",Selection Comittee Assistant,MSc 2 Intern - Laboratory of Viral Genomics and Vaccination,Master,PhD","Student,Research,Other","Licence Edu,Licence Exp"
4a87efec77f3a51f122e5ed65e349540,Senior Application Scientist & APR BD lead at LUMICKS,Netherlands,"Institut Pasteur,Ecole normale supérieure,Universität Freiburg,Université Paris Diderot,LUMICKS,ETH Zurich,University of Oxford","Application Specialist,Student,Graduate Research Assistant,Internship,Senior Application Scientist & APR BD lead,Summer Research Student","Research,Other,Student","Master Edu,Master Exp"
4b22d2d6bd1a7ccbf0c58d658348145a,"Research Scientist (CR) at INRA French National Institute for Agricultural Research,Research Scientist (CR) at INRA in quantitative genetics","Greater Paris Metropolitan Region,France","INRA French National Institute for Agricultural Research,University of Chicago,INRA","ASC (assistant scientifique contractuel),PhD student,Postdoctoral fellow,Research Scientist (CR),Research Scientist (CR) at INRA in quantitative genetics","Student,Research,Other","PhD,Master Edu,Master Exp"
4b29d9e5db38f17df82f9dd3f295c91f,Curriculum Designer, United States,"CurioEd · Internship,Institut du Cerveau – Paris Brain Institute · Internship,École Polytechnique · Internship","Research Intern,Curriculum Designer",Student,Master Exp
4b5855186c2eacd25ee3cf74eea99526,Team Lead - Cell Line Development at uniQure,Netherlands,"Lonza,National University of Singapore,Institut Curie - Research Centre,uniQure","Investigator,Team Lead - Cell Line Development,Research Assistant,PhD Biophysics,Cell Culture Development Scientist,USP - Scientist","Research,Other,Student",PhD
4b7f52f493e20f66824cf5a283041628,Consultant at expert.ai,France,"Newcastle University,Novartis,expert.ai","Consultant,Training in Systems Biology,Associate","Other,Student",Master Exp
4bcb3e211faafb6e8a15f19f26dd633f,Recruitment Consultant at Back Market,France,"Nature +,Aube Potager,Pragmatan,Harvard University,Back Market","Research & Development Consultant,Junior Innovation Coordinator : The Biopolis,Recruitment Consultant,Master,Environmental Policy Intern","Other,Student","Licence Edu,Licence Exp"
4bf30ac5276a0523139f038ef5e94288,Researcher PhD Student at Institut NeuroMyogène, France,Université de Paris · Full-time,Intern,Student,Master Exp
4c54ccacfb40eef2fb0e98f07c0afcd7,,Russia,,Student,,Master Edu
4c5af9008a98e587c2fe316710c2f4f2,Product engineer at Sparkmate,France,"Sparkmate,InterAccess(TO),Université Paris Diderot,PopFarm,INSEP - Institut National du Sport, de l'Expertise et de la Performance","Iinnovation consulting,Product engineer,Active Maker at InterAccess,Head of R&D,PhD candidate","Research,Other,Student",PhD
4ca58ff7b80c221409be480695d68278,Molecular study of epigenetic silencing recruitment at transposons in A. thaliana at École normale supérieure,France,École normale supérieure,"Molecular study of epigenetic silencing recruitment at transposons in A. thaliana,Internship in computational NGS analyses at IBENS (Navarro Lab)",Student,Master Exp
4d76a93fb87464bc4240c79df3bbcb3f,Head of Value at OneClinic,France,"OneClinic,Université Paris Descartes,Reseau BIOTechno,INSERM","Postdoctoral Researcher,Head of Value,Project Manager and Research Engineer,PHD Student,Responsible of industrial partnerships","Research,Other,Student",PhD
4e517fbece86f5ec902f18bd49e655e0,"Doctorant en éducation et chercheur communautaire sur le croisement des savoirs et des pratiques.,Student", Canada,"Cégep à distance · Part-time,Université de Sherbrooke,ATD Quart Monde - Canada · Part-time,ChallengeU · Part-time,Université de Montréal · Full-time","Stage de recherche doctorale - Conception centrée sur l'utilisateur en Formation à Distance,Coordinateur des Universités Populaires Quart Monde,Doctorant en éducation et chercheur communautaire sur le croisement des savoirs et des pratiques.,Assistant de recherche - Intelligence artificielle en éducation","Research,Student","Master Edu,Master Exp"
4e97098886a98afd974735cbd8b6b480,"Researcher,Postdoctoral Researcher at University of Geneva"," Switzerland,Switzerland","Open Science School,University of Geneva,MRC Laboratory for Molecular Cell Biology (LMCB), UCL,University of Geneva · Contract,Université Denis Diderot (Paris VII),Université Paris Descartes,Institut Curie - Research Centre,PILI,Peer To Peer Probiotics,Asociación de biotecnólogos de Andalucía","Postdoctoral Researcher,Co Founder,President,Research Associate,Collaborator,Independent Consultant,PhD Student,Intern","Board,Student,Research,Entrepreneur,Other","PhD,Master Exp"
4eb2d94f094a53b85425ff1abef0c4c0,Postdoctoral researcher - Physics of Biological Function - Institut Pasteur at Institut Pasteur,France,"Institut Pasteur,Institut Curie - Research Centre","Student,Postdoctoral researcher - Physics of Biological Function - Institut Pasteur,Research Intern - Quantitative Image Analysis Unit,Research Intern - Immunity and Cancer - Team Lennon,PhD Student - Immunity and Cancer Unit - Lennon Team","Research,Student","PhD,Master Edu,Master Exp"
4eee4cd15f90020c8cf9f617ab7c9d75,Ingénieur de Recherche CNRS à l'IBENS Ecole Normale Supérieure chez CNRS - Centre national de la recherche scientifique,Greater Paris Metropolitan Region,"Ecole Normale Supérieure,CNRS - Centre national de la recherche scientifique","Ingénieur de Recherche CNRS à l'IBENS Ecole Normale Supérieure,Ingénieur de Recherche CNRS à l'IBENS Ecole Normale Supérieure chez CNRS - Centre national de la recherche scientifique,Ingénieur CNRS","Research,Student","Master Edu,Master Exp"
4f1e89390bf224b37ca09553c1ec79b6,Research Assistant at The University of Edinburgh,France,"The University of Edinburgh,Inserm,Ecole Polytechnique,École normale supérieure","Research Assistant,Stagiaire","Research,Student",Master Exp
4f6cec805cc90fc6d37209bd7362510f,Social entrepreneur and designer in accessibility,Greater Lille Metropolitan Area,"SIGNES DE SENS,ENA - Ecole Nationale d'Administration · Self-employed,Les doigts qui rêvent","Directeur fondateur et Designer de service en Conception universelle,Intervenant design politiques publiques inclusives,Directeur","Board,Student",Master Exp
4f806757d9f87b7e9c471b87acc32d99,,,,,,Master Exp
4fdd633d4c4b7b92dd00eb34e2135f8b,,Philippines,,Student,,Master Edu
