"","Name","Position","Current.company","Location","URL","year","master_year","year1","year2","year3","year4","year5","year6","year7","year8","year9","year10","year11","year12","year13","year14","year15","year16","year17","Degree","School","Level"
"62","0ea4c5f58629bf196272b82ce69fec02","Cyber Security Analyst chez Thales","Thales","Rennes, Bretagne, France","6e228036caee1c347df9303dbb926e7f","2005/2006","2006",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Mathematics and Computer Science","Université Grenoble Alpes","PhD"
"63","0d721d51dc7ab6f4d4c221b3349010ea","Postdoctoral researcher | Project manager BIOSTABLE, Ghent University","Ghent University","Brussels Region, Belgium","18e4b593b27a4d73951af76b5300a5d0","2014/2015","2015",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Bioscience Engineering","Ghent University","PhD"
"64","cfd4259f5aab8362dd3a359ccbd478ed","Founder and Principal Biomimicry/Circular Economy Expert at Wild Innovation Agency","Wild Innovation Agency","Grenoble, Auvergne-Rhône-Alpes, France","98ed9303544e3ee799939e8b37da7c59","2009/2010","2010",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bio-TRIZ certificate, TRIZ and Biomimicry","BioTRIZ","Other"
"65","cfd4259f5aab8362dd3a359ccbd478ed","Founder and Principal Biomimicry/Circular Economy Expert at Wild Innovation Agency","Wild Innovation Agency","Grenoble, Auvergne-Rhône-Alpes, France","98ed9303544e3ee799939e8b37da7c59","2009/2010","2010",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coaching Flow Training","Syncro-Synergy Croatia","Other"
"66","cfd4259f5aab8362dd3a359ccbd478ed","Founder and Principal Biomimicry/Circular Economy Expert at Wild Innovation Agency","Wild Innovation Agency","Grenoble, Auvergne-Rhône-Alpes, France","98ed9303544e3ee799939e8b37da7c59","2009/2010","2010",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD","Universite PAris Descartes","PhD"
"67","8924ee064e59f4b22624eaec057bde37","Head of Lab at Institut Pasteur • Founder at Eligo Bioscience","Institut Pasteur","Greater Paris Metropolitan Region","759cbe02e9d72e574e4b4e60c24ebecd","2006/2007","2007",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Genetics, Microbiolgy","Université Paris Cité","PhD"
"68","e212605fd2507af21fd085d0f5ce6db8","- en UNALM","UNALM","Peru","a45f6d9449202b623e70cabf3f77a0b0","2015/2016","2016",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD","DTU - Technical University of Denmark","PhD"
"69","d99be03c2c4c33012fc141d6932c9bea","PhD student at Institut Curie","Institut Curie","Paris, Île-de-France, France","936172fbe15f5058d6a094a733c15c5c","2017/2018","2018",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Biophysics","Learning Planet Institute","PhD"
"70","8327762be8523bc56ff4f618a382e718","Governance head of product at Input Output (IOHK)","Input Output (IOHK)","Berkeley, California, United States","9df9320ae51351b954de6171bf42a7c7","2011/2012","2012",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (Ph.D.), Social computing","Université Paris Cité","PhD"
"71","d500f8933cf68a60b2daf292f9c47742","Scientist I at Vaxcyte","Vaxcyte","Belmont, California, United States","b75ae55add22fcdac3f62d3f73dbd2c6","2012/2013","2013",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Biochemistry","University of Colorado Boulder","PhD"
"72","2589224839369cf4514522f23228594e","PhD, Stem cell scientist and Vaccinologist",NA,"Greater Montreal Metropolitan Area","a21d4556f547db465d31fb4b46f6f7ca","2011/2012","2012",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Immunology and Virology","Institut national de la recherche scientifique","PhD"
"73","2589224839369cf4514522f23228594e","PhD, Stem cell scientist and Vaccinologist",NA,"Greater Montreal Metropolitan Area","a21d4556f547db465d31fb4b46f6f7ca","2011/2012","2012",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Certificate, Principles of Clinical Toxicology","American Association for Clinical Chemistry","Other"
"74","2589224839369cf4514522f23228594e","PhD, Stem cell scientist and Vaccinologist",NA,"Greater Montreal Metropolitan Area","a21d4556f547db465d31fb4b46f6f7ca","2011/2012","2012",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Diploma, Vaccinology","Université Paris Cité","Other"
"75","cc32cf703b4a109b85566805cef7d92b","Science communicator","Association TRACES","Greater Paris Metropolitan Region","3f257ee2e09e38d8bcdfd400270c1edd","2016/2017","2017",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master 2 (M2), préparation à l'agrégation SV-STU","Université Paris-Saclay","Master"
"76","34dc2757f02022a84908ff36804edff9","Founder at iféa","iféa","Greater Paris Metropolitan Region","38c2d2cb761699f7a7c28185c145ccd8","2009/2010","2010",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Informatique","École normale supérieure de Lyon","PhD"
"77","34dc2757f02022a84908ff36804edff9","Founder at iféa","iféa","Greater Paris Metropolitan Region","38c2d2cb761699f7a7c28185c145ccd8","2009/2010","2010",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Computer science","Pierre and Marie Curie University","PhD"
"78","804bab8ab5ec5031fdba9bfecaffad25","PhD Candidate at Participatory Memory Practices (POEM) Network","POEM - H2020 Project","United Kingdom","7a1d5d814fab34817488137e022f08f7","2017-2018","2018",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Cultural Anthropology","University of Hamburg","PhD"
"79","f572d0f8c7c090b2241d49cbc3e6cf1f","Associate at McKinsey & Company","McKinsey & Company","New York, New York, États-Unis","e43300c597fc16b56f20f23fbacb5f40","2013/2014","2014",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Neuroscience","New York University","PhD"
"80","dd63f1106456c1d04a783bf367864423","FOUNDER at CHARIS KIDDIE CARE FOUNDATION","MINISTERE DE L'EDUCATION NATIONALE ET DE LA JEUNESSE, Academie de Versaille","France","0cd5a568860cb6d416ebfc2c27695834","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Graduate certificate , International Baccalaureate in teaching and learning","Bethel University","Other"
"81","40de07d8d5538b0f1e737401c406cabf","Freelance Data Science – Bioinformatics chez Ernest Mordret Digital Solutions","Ernest Mordret Digital Solutions","Greater Paris Metropolitan Region","73d22acf83dcd5ef427d90e93a4a14b6","2011/2012","2012",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Computational Biology","Université Paris Cité","PhD"
"82","50b698ec8d568e53d0fd29096805968c","Fellow in medical genetics (M.D.) | Instructionnal designer (M. Ed. Sc) | Curious Passionate by EdTech and medical education","Lyon University Hospital","Lyon, Auvergne-Rhône-Alpes, France","9551622566822984d028b3e9903fd0dd","2019-2020","2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DES de Génétique médicale, Génétique humaine / médicale","Université de Reims Champagne-Ardenne","PhD"
"83","b6ac3d1d7ee798926e64598286f0a77a","A étudié à : Université René Descartes (Paris V) AP-HP","CHRU de Strasbourg - Hôpitaux Universitaires de Strasbourg","Paris, Île-de-France, France","165bcffdd4ef06e960b3cdab51d219d5","2015/2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bachelor of Pharmacy (B.Pharm.), Pharmacie","Université Paris Cité","Other"
"84","40eebd3a599be1380ab963e0f6dd4c23","chef des innovations chez The Janssen Pharmaceutical Companies of Johnson & Johnson","The Janssen Pharmaceutical Companies of Johnson & Johnson","Spain","127b41e7dfa6a5c8cd78307966bb00f8","2007/2008","2008",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD), Études pluridisciplinaires / interdisciplinaires","Université Paris Cité","PhD"
"85","f0571603a78d572d5220ab737c033d93","HR Development & Talent Management - Innovative Educator (EdTech) | MBA","NATO","Brussels, Brussels Region, Belgium","949fc1f08b866203afdca45b454208e7","2018-2019","2019",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master of Business Administration - MBA","University of Thessaly","Master"
"86","f0571603a78d572d5220ab737c033d93","HR Development & Talent Management - Innovative Educator (EdTech) | MBA","NATO","Brussels, Brussels Region, Belgium","949fc1f08b866203afdca45b454208e7","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FEAA UVT IHRM School 2020, International Human Resources Management","Faculty of Economics and Business Administration Timisoara","Other"
"87","3302e296fb4473d503b30128fb9b7322","Investment manager at Andera Life Sciences venture capital fund.","Andera Partners","Paris, Île-de-France, France","4953e2c3536d447d8c191a45b3a76937","2010/2011","2011",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Science (PhD), Neuroscience","École Polytechnique","PhD"
"88","080802653c455fc3e7d8e563eb53aa55","Associate Director Data Science at Novartis Institutes for BioMedical Research (NIBR)","Novartis Institutes for BioMedical Research (NIBR)","Basel, Basel, Switzerland","029e46eb34b629329d3c9814329f6123","2004/2005","2005",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Chemistry","University of Cambridge","PhD"
"89","33dd6152dd18f8d9234750e4fd1e58cb","Postdoctoral research assistant at University of Reading","University of Reading","United Kingdom","180699b34ebb2d46cf0079e5f4404974","2013/2014","2014",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master 2 (M2), Sciences cognitives","Université Paris Cité","Master"
"90","33dd6152dd18f8d9234750e4fd1e58cb","Postdoctoral research assistant at University of Reading","University of Reading","United Kingdom","180699b34ebb2d46cf0079e5f4404974","2013/2014","2014",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SMART COMPOSES Summer School on Computational Social and Behavioral Sciences","SMART Labex Human/Machine Interactions in the Digital Society","Other"
"91","33dd6152dd18f8d9234750e4fd1e58cb","Postdoctoral research assistant at University of Reading","University of Reading","United Kingdom","180699b34ebb2d46cf0079e5f4404974","2013/2014","2014",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OIST Computational Neuroscience Course","Okinawa Institute of Science and Technology","Other"
"92","f62dfba3a64096926fce0dfef21610b0","Chargé de recherche, Inserm","Inserm","Greater Paris Metropolitan Region","7a2ac5a20cfaee228f929ff452712ee3","2007/2008","2008",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctorat, Écologie et biologie évolutive","Pierre and Marie Curie University","PhD"
"93","f62dfba3a64096926fce0dfef21610b0","Chargé de recherche, Inserm","Inserm","Greater Paris Metropolitan Region","7a2ac5a20cfaee228f929ff452712ee3","2007/2008","2008",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Licence, Master, Biologie","Ecole normale supérieure","Master"
"94","432c648d0ecdb9fc6e483bcdbb9ab40f","EU-FORA Fellow chez European Food Safety Authority (EFSA)","European Food Safety Authority (EFSA)","Paris, Île-de-France, France","d41216676794e4369855137c5173277d","2013/2014","2014",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"University Degree , Environmental Medicine","Faculté de Médecine de Nice","Other"
"95","d0855195cfd0163a08524cbd942c9804","Chargée de la médiation numérique","Ville de Massy","Greater Paris Metropolitan Region","9c9b8223619f354cd2a421bec9aebad6","2018-2019","2019",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"master, Sciences du jeu","Université Sorbonne Paris Nord","Master"
"96","8011b850344dc43675e2da8e6d4f1545","Postdoctoral Research Fellow at Massachusetts Institute of Technology (Prof Roger D Kamm's lab)","Massachusetts Institute of Technology","Cambridge, Massachusetts, United States","494c8f3a00b2c49e5913c7cd349cd208","2015/2016","2016",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (PhD)","Université Grenoble Alpes","PhD"
"97","39da3e9a34d9d1027d7872e20c5ac2db","Research Scientist at Matís ohf/Icelandic Food and Biotech Company","Matís ohf/Icelandic Food and Biotech Company","Iceland","389db0fe98e9af9191b3a7da0c7ad315","2009/2010","2010",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (Ph.D.), Marine Biology and Biological Oceanography","Pierre and Marie Curie University","PhD"
"98","acfae43b4ad0b9e4829c3362266fbcc3","PhD & MBA | Researcher in immuno-oncology at Mount Sinai Hospital","The Mount Sinai Hospital","New York, New York, United States","fcd5d9ee04a11ea4f0d05dfea3ce297e","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Immunology","Université Paris-Saclay","PhD"
"99","acfae43b4ad0b9e4829c3362266fbcc3","PhD & MBA | Researcher in immuno-oncology at Mount Sinai Hospital","The Mount Sinai Hospital","New York, New York, United States","fcd5d9ee04a11ea4f0d05dfea3ce297e","2015/2016","2016",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master of Business Administration - MBA","Collège des Ingénieurs","Master"
"100","acfae43b4ad0b9e4829c3362266fbcc3","PhD & MBA | Researcher in immuno-oncology at Mount Sinai Hospital","The Mount Sinai Hospital","New York, New York, United States","fcd5d9ee04a11ea4f0d05dfea3ce297e","2015/2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master's degree, Genetics","Université Paris Cité","Master"
"101","acfae43b4ad0b9e4829c3362266fbcc3","PhD & MBA | Researcher in immuno-oncology at Mount Sinai Hospital","The Mount Sinai Hospital","New York, New York, United States","fcd5d9ee04a11ea4f0d05dfea3ce297e","2015/2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master of Engineering (M.Eng.)","AgroParisTech","Master"
"102","5a79ba292c768b192411572d0a9948ea","PhD Candidate at the Translational Synthetic Biology group at Universidad Pompeu Fabra","Celera","Zaragoza, Aragon, Spain","c950cb0e2f1ecd6d5820aefbf06244d4","2018-2019","2019",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD in Biomedicine, Synthetic Biology","Universitat Pompeu Fabra","PhD"
"103","f92e8d99ca954377967fc39d83359e59","PhD student in Epidemiology chez HESAM Université","HESAM Université","Paris, Île-de-France, France","35b943afacd2b0d5770eec11ef3705b2","2017/2018","2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Specialized Master in Public Health - Institut Pasteur/CNAM","Conservatoire National des Arts et Métiers","Master"
"104","870ab6a4f4dc5f5a4949ca1017e71dbc","网易有道 - Elearning Management Trainee","网易有道","Haidian District, Beijing, China","da0744869c866c4dc3c3988c46535585","2017-2018","2018",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"硕士, Data Science and Information Technology","Tsinghua University","Other"
"105","e93dc8fb71e546f94cb82d32f50dbb10","Industry-sponsored Postdoctoral Researcher (Detect/4Catalyzer) at ESPCI Paris - PSL","ESPCI Paris - PSL","Greater Paris Metropolitan Region","254aef0d0483ef9554b9f96a7613b8e7","2013/2014","2014",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PhD, Evolutionary Systems Biology","Université Paris Diderot - Center for Research and Interdisciplinarity","PhD"
"106","9e5b63259ee51fe2262390cb1782eccc","Rules, Roles, Levels and Patterns","Canada Post / Postes Canada","Markham, Ontario, Canada","f3b0784b78fed2ea58022880563e6095","2010/2011","2011",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Advanced Diploma, Ingénierie aérospatiale, aéronautique et astronautique","Centennial College","Master"
"107","090af5b3cd8eaa0b1d386c81b2970133","Neuroscience & Nanotechnology","Suzhou Institute of Biomedical Engineering and Technology","Suzhou, Jiangsu, China","a569cd4ffafe943aa58a27d8b2a637cc","2006/2007","2007",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (Ph.D.), Neuroscience","Technical University of Munich","PhD"
"108","aa99691fddc3edcae8352163715a1fad","--","Institut Pasteur & Université Pierre et Marie Curie - Paris 6","Taiwan","7a765fc24745f8631b6406ceaecea286","2004/2005","2005",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Immunology","Institut Pasteur & Université Pierre et Marie Curie - Paris 6","PhD"
"109","109777c5f6f73cdf3dbb10508c0b35f3","Resident at APHP","Université Paris Descartes","Greater Paris Metropolitan Region","365f634cb9c3b05fe4d30c9ad700f883","2018-2019","2019",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Medicine - MD, Radiology","Université Paris Cité","PhD"
"110","d1221af3307cb7d793c358e368b92b5a","Conseiller de la Rectrice - Responsable du Casnav de l'académie d'Orléans-Tours Inspecteur d'académie - Inspecteur pédagogique régional en lettres","Académie d'Orléans-Tours","Bourges, Centre-Val de Loire, France","6d0a02b33516ea58ed3d128900f7f2bf","2015-2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master 1, Pratique et ingénierie de la formation","ESPE Centre Val de Loire","Master"
"111","d1221af3307cb7d793c358e368b92b5a","Conseiller de la Rectrice - Responsable du Casnav de l'académie d'Orléans-Tours Inspecteur d'académie - Inspecteur pédagogique régional en lettres","Académie d'Orléans-Tours","Bourges, Centre-Val de Loire, France","6d0a02b33516ea58ed3d128900f7f2bf","2015-2016","2016",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master 2 (M2), Genèse de l'Europe moderne","Université de Tours","Master"
"112","670e7fac9076159a4a1b9fd711e53052","Entrepreneur, Speaker & Author Chairman & Founder, Bioniria Foundation","UNESCO-UniTwin","Greater Paris Metropolitan Region","229e2d1882d5dd7bfc7e7379620ff682","2008/2009","2009",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PMS Etat-Major, Reserve Officer - French Navy","Ecole Militaire","Other"
"113","670e7fac9076159a4a1b9fd711e53052","Entrepreneur, Speaker & Author Chairman & Founder, Bioniria Foundation","UNESCO-UniTwin","Greater Paris Metropolitan Region","229e2d1882d5dd7bfc7e7379620ff682","2008/2009","2009",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (Ph.D.), Diplomacy & Geopolitics","Centre d'Etudes Diplomatiques et Stratégiques","PhD"
"114","670e7fac9076159a4a1b9fd711e53052","Entrepreneur, Speaker & Author Chairman & Founder, Bioniria Foundation","UNESCO-UniTwin","Greater Paris Metropolitan Region","229e2d1882d5dd7bfc7e7379620ff682","2008/2009","2009",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ph.D, Comparative Literature & Mediterranean studies","University of Strasbourg","PhD"
"115","670e7fac9076159a4a1b9fd711e53052","Entrepreneur, Speaker & Author Chairman & Founder, Bioniria Foundation","UNESCO-UniTwin","Greater Paris Metropolitan Region","229e2d1882d5dd7bfc7e7379620ff682","2008/2009","2009",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ph.D, Applied Cognitive Neurosciences (Neuroergonomics) and Knowledge Economy","École Polytechnique","PhD"
"116","9056081a0f65c9442cddc390e3ec40f1","Researcher, Consultant & Entrepreneur","PSL Research University","Paris, Île-de-France, France","6d6ec028b785b663efb4f7e16dd284a1","2015/2016","2016",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy - PhD, Genetics, Biophysics, Systems Biology, Synthetic Biology","PSL Research University","PhD"
"117","29b4acf3fbadddeacca467ea032567ad","Research scientist | Bioengineering | Interdisciplinary Life Science","Université de Paris","France","3d7d775e25b0300fe87e174115b862f5","2011/2012","2012",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doctor of Philosophy (Ph.D.), Biophysics | Nanomedicine for Cancer Research","Université Paris Cité","PhD"
"118","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master, Sécurité / sûreté de l''information des systèmes informatiques","ESGI","Master"
"119","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bachelor's degree, Securité informatique","ESGI","Other"
"120","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master, Sécurité / sûreté de l''information des systèmes informatiques","ESGI","Master"
"121","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bachelor's degree, Securité informatique","ESGI","Other"
"122","c7d573815e440aa96b36853bf95b0fb8","Auditeur Sécurité Offensive chez Zenika","Zenika","Clamart, Île-de-France, France","f5aa911f1c7750b18e0f741aff7371bc","2015/2016","2016",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Master, Sécurité / sûreté de l''information des systèmes informatiques","ESGI","Master"
